REGISTRATION_STATUS_ID,REGISTRATION_ID,STATUS,DATE_CREATED
973424,116169,On Hold- QA,9/2/2025
973427,116170,Send Docs to TTG,9/2/2025
973429,116171,Send Docs to TTG,9/2/2025
973510,116173,Send Docs to TTG,9/3/2025
973535,116174,On Hold- QA,9/3/2025
973620,116175,Documents Received ,9/3/2025
973622,116175,TTG sent to county,9/3/2025
973617,116176,Documents Received ,9/3/2025
973624,116176,TTG sent to county,9/3/2025
973619,116178,Documents Received ,9/3/2025
973621,116178,TTG sent to county,9/3/2025
973618,116179,Documents Received ,9/3/2025
973623,116179,TTG sent to county,9/3/2025
973798,116181,Send Docs to TTG,9/3/2025
975020,116181,Documents Received ,9/4/2025
975026,116181,TTG sent to county,9/4/2025
973808,116182,Send Docs to TTG,9/3/2025
975018,116182,Documents Received ,9/4/2025
975025,116182,TTG sent to county,9/4/2025
973820,116184,Send Docs to TTG,9/3/2025
975014,116184,Documents Received ,9/4/2025
975021,116184,TTG sent to county,9/4/2025
973832,116186,Send Docs to TTG,9/3/2025
973851,116187,TTG sent to county,9/3/2025
973857,116188,Send Docs to TTG,9/3/2025
973874,116189,Send Docs to TTG,9/3/2025
973920,116192,Send Docs to TTG,9/3/2025
973943,116193,Send Docs to TTG,9/3/2025
974040,116194,TTG sent to county,9/3/2025
973978,116195,Send Docs to TTG,9/3/2025
974041,116196,TTG sent to county,9/3/2025
974042,116197,TTG sent to county,9/3/2025
974047,116198,Send Docs to TTG,9/3/2025
974072,116201,Send Docs to TTG,9/3/2025
974087,116202,Send Docs to TTG,9/3/2025
974133,116213,Send Docs to TTG,9/3/2025
974150,116214,Send Docs to TTG,9/3/2025
974189,116215,Send Docs to TTG,9/3/2025
974361,116216,Send Docs to TTG,9/4/2025
974362,116217,Send Docs to TTG,9/4/2025
974213,116218,Send Docs to TTG,9/3/2025
974363,116219,Send Docs to TTG,9/4/2025
974224,116220,Send Docs to TTG,9/3/2025
974236,116221,Send Docs to TTG,9/3/2025
974248,116222,Send Docs to TTG,9/3/2025
974260,116223,Send Docs to TTG,9/3/2025
974318,116225,On Hold- QA,9/3/2025
974320,116225,On Hold- QA,9/3/2025
974421,116225,Send Docs to TTG,9/4/2025
974323,116226,Send Docs to TTG,9/3/2025
974327,116227,On Hold- QA,9/3/2025
974331,116228,Send Docs to TTG,9/3/2025
974339,116229,On Hold- QA,9/3/2025
974341,116230,Send Docs to TTG,9/3/2025
974343,116231,Send Docs to TTG,9/3/2025
974346,116232,On Hold- QA,9/3/2025
975110,116232,Send Docs to TTG,9/4/2025
974348,116233,On Hold- QA,9/3/2025
974350,116234,Send Docs to TTG,9/3/2025
974352,116235,Send Docs to TTG,9/3/2025
974354,116236,Send Docs to TTG,9/3/2025
974356,116237,Send Docs to TTG,9/3/2025
974442,116239,On Hold- QA,9/4/2025
974447,116240,On Hold- QA,9/4/2025
974454,116241,On Hold- QA,9/4/2025
974461,116242,On Hold- QA,9/4/2025
974466,116243,Send Docs to TTG,9/4/2025
974481,116245,On Hold- QA,9/4/2025
975174,116245,Send Docs to TTG,9/4/2025
974484,116246,Send Docs to TTG,9/4/2025
974491,116247,Send Docs to TTG,9/4/2025
974499,116248,Send Docs to TTG,9/4/2025
974498,116249,Send Docs to TTG,9/4/2025
974504,116250,On Hold- QA,9/4/2025
974509,116251,Send Docs to TTG,9/4/2025
974516,116252,On Hold- QA,9/4/2025
975167,116252,Send Docs to TTG,9/4/2025
974514,116253,On Hold- QA,9/4/2025
974523,116254,On Hold- QA,9/4/2025
974525,116255,Send Docs to TTG,9/4/2025
974534,116256,On Hold- QA,9/4/2025
975116,116256,Send Docs to TTG,9/4/2025
974535,116257,On Hold- QA,9/4/2025
974542,116259,On Hold- QA,9/4/2025
974546,116260,On Hold- QA,9/4/2025
974560,116261,Send Docs to TTG,9/4/2025
974568,116262,On Hold- QA,9/4/2025
974582,116265,Send Docs to TTG,9/4/2025
974585,116266,On Hold- QA,9/4/2025
974652,116266,Send Docs to TTG,9/4/2025
974587,116267,Send Docs to TTG,9/4/2025
974589,116268,On Hold- QA,9/4/2025
974653,116268,Send Docs to TTG,9/4/2025
974618,116269,On Hold- QA,9/4/2025
974660,116269,Send Docs to TTG,9/4/2025
974797,116271,Documents Received ,9/4/2025
974800,116271,TTG sent to county,9/4/2025
974622,116272,On Hold- QA,9/4/2025
974625,116273,Send Docs to TTG,9/4/2025
974795,116274,Documents Received ,9/4/2025
974798,116274,TTG sent to county,9/4/2025
974627,116275,Send Docs to TTG,9/4/2025
974796,116276,Documents Received ,9/4/2025
974799,116276,TTG sent to county,9/4/2025
974635,116277,On Hold- QA,9/4/2025
975109,116277,Send Docs to TTG,9/4/2025
974634,116278,On Hold- QA,9/4/2025
974657,116278,Send Docs to TTG,9/4/2025
974794,116279,Documents Received ,9/4/2025
974655,116280,Send Docs to TTG,9/4/2025
974714,116283,Send Docs to TTG,9/4/2025
974744,116293,Send Docs to TTG,9/4/2025
974746,116294,Send Docs to TTG,9/4/2025
974758,116294,Send Docs to TTG,9/4/2025
974770,116300,Send Docs to TTG,9/4/2025
974803,116302,Send Docs to TTG,9/4/2025
974811,116304,Send Docs to TTG,9/4/2025
974815,116305,Send Docs to TTG,9/4/2025
974818,116306,Send Docs to TTG,9/4/2025
974821,116307,Send Docs to TTG,9/4/2025
974826,116308,Send Docs to TTG,9/4/2025
975115,116323,Send Docs to TTG,9/4/2025
975143,116324,Send Docs to TTG,9/4/2025
975146,116326,Send Docs to TTG,9/4/2025
975170,116327,On Hold- QA,9/4/2025
975172,116328,Send Docs to TTG,9/4/2025
975177,116329,On Hold- QA,9/4/2025
745341,90852,On Hold- QA,9/25/2024
768673,90852,Send Docs to TTG,10/24/2024
772330,90852,Documents Received ,10/29/2024
772353,90852,TTG sent to county,10/29/2024
782623,90852,TTG sent to county,11/13/2024
793800,90852,Post Audit,11/27/2024
796158,90852,Post Audit,12/2/2024
966175,90852,TTG sent to county,8/21/2025
970330,90852,Post Audit,8/27/2025
971824,90852,Completed,8/28/2025
869887,105512,On Hold- QA,3/28/2025
870846,105512,Send Docs to TTG,3/30/2025
877905,105512,Documents Received ,4/7/2025
878214,105512,TTG sent to county,4/7/2025
881584,105512,Post Audit,4/10/2025
963858,105512,Documents Received ,8/18/2025
966178,105512,TTG sent to county,8/21/2025
970335,105512,Post Audit,8/27/2025
971924,105512,Completed,8/29/2025
893851,107717,Send Docs to TTG,5/2/2025
894852,107717,Documents Received ,5/5/2025
894897,107717,TTG sent to county,5/5/2025
966468,107717,TTG sent to county,8/21/2025
970821,107717,Post Audit,8/28/2025
971472,107717,Completed,8/28/2025
895264,107962,Send Docs to TTG,5/6/2025
896341,107962,Documents Received ,5/7/2025
896345,107962,TTG sent to county,5/7/2025
962433,107962,Documents Received ,8/15/2025
962757,107962,Documents Received ,8/15/2025
962813,107962,TTG sent to county,8/15/2025
969738,107962,Post Audit,8/26/2025
969739,107962,Completed,8/26/2025
960841,109510,Send Docs to TTG,8/14/2025
964373,109510,TTG sent to county,8/19/2025
967758,109510,Post Audit,8/22/2025
969429,109510,Completed,8/26/2025
964356,110133,TTG sent to county,8/19/2025
967752,110133,Post Audit,8/22/2025
969430,110133,Completed,8/26/2025
918928,110492,Documents Received ,6/11/2025
918969,110492,TTG sent to county,6/11/2025
950147,110492,TTG sent to county,7/30/2025
964947,110492,Post Audit,8/20/2025
968560,110492,Completed,8/25/2025
928145,111372,Documents Received ,6/25/2025
928161,111372,TTG sent to county,6/25/2025
929319,111372,Post Audit,6/27/2025
970086,111372,Completed,8/27/2025
960839,111491,Send Docs to TTG,8/14/2025
964371,111491,TTG sent to county,8/19/2025
967771,111491,Post Audit,8/23/2025
969439,111491,Completed,8/26/2025
943499,111531,Send Docs to TTG,7/19/2025
964361,111531,TTG sent to county,8/19/2025
967746,111531,Post Audit,8/22/2025
969384,111531,Completed,8/26/2025
928560,111536,On Hold- QA,6/26/2025
933518,111536,Send Docs to TTG,7/2/2025
936080,111536,Documents Received ,7/8/2025
936174,111536,TTG sent to county,7/8/2025
942216,111536,Post Audit,7/17/2025
967862,111536,Post Audit,8/23/2025
970334,111536,Completed,8/27/2025
929408,111610,On Hold- QA,6/27/2025
930786,111610,Send Docs to TTG,6/30/2025
932734,111610,Documents Received ,7/2/2025
933125,111610,TTG sent to county,7/2/2025
960230,111610,TTG sent to county,8/13/2025
967833,111610,Post Audit,8/23/2025
968743,111610,Completed,8/25/2025
930275,111724,On Hold- QA,6/30/2025
930758,111724,Send Docs to TTG,6/30/2025
934945,111724,Documents Received ,7/7/2025
935184,111724,TTG sent to county,7/7/2025
944659,111724,TTG sent to county,7/22/2025
960202,111724,TTG sent to county,8/13/2025
967835,111724,Post Audit,8/23/2025
968746,111724,Completed,8/25/2025
930741,111787,Documents Received ,6/30/2025
967551,111787,Documents Received ,8/22/2025
967572,111787,TTG sent to county,8/22/2025
971401,111787,Post Audit,8/28/2025
971403,111787,Completed,8/28/2025
932883,111986,Documents Received ,7/2/2025
969340,111986,TTG sent to county,8/26/2025
974654,111986,Post Audit,9/4/2025
974810,111986,Completed,9/4/2025
933335,112058,On Hold- QA,7/2/2025
944778,112058,Send Docs to TTG,7/22/2025
946462,112058,Documents Received ,7/24/2025
946524,112058,TTG sent to county,7/24/2025
965712,112058,Post Audit,8/20/2025
968724,112058,Completed,8/25/2025
933700,112120,On Hold- QA,7/3/2025
957722,112120,Send Docs to TTG,8/8/2025
964480,112120,Documents Received ,8/19/2025
964481,112120,Documents Received ,8/19/2025
964515,112120,TTG sent to county,8/19/2025
967983,112120,Post Audit,8/23/2025
971912,112120,Completed,8/29/2025
934043,112158,On Hold- QA,7/3/2025
937843,112158,On Hold- QA,7/9/2025
944231,112158,Send Docs to TTG,7/22/2025
945220,112158,Documents Received ,7/23/2025
946522,112158,TTG sent to county,7/24/2025
965717,112158,Post Audit,8/20/2025
968658,112158,Completed,8/25/2025
936424,112367,On Hold- QA,7/8/2025
945672,112367,Send Docs to TTG,7/23/2025
954439,112367,Documents Received ,8/5/2025
966196,112367,TTG sent to county,8/21/2025
968925,112367,Post Audit,8/26/2025
971894,112367,Completed,8/28/2025
938073,112566,On Hold- QA,7/10/2025
963324,112566,Send Docs to TTG,8/18/2025
964486,112566,Documents Received ,8/19/2025
964514,112566,TTG sent to county,8/19/2025
968927,112566,Post Audit,8/26/2025
971909,112566,Completed,8/29/2025
938476,112590,Documents Received ,7/10/2025
967544,112590,Documents Received ,8/22/2025
967565,112590,TTG sent to county,8/22/2025
971406,112590,Post Audit,8/28/2025
971407,112590,Completed,8/28/2025
938584,112617,Send Docs to TTG,7/10/2025
940233,112617,Documents Received ,7/14/2025
940261,112617,TTG sent to county,7/14/2025
947639,112617,TTG sent to county,7/25/2025
960512,112617,Send Docs to TTG,8/13/2025
963813,112617,Documents Received ,8/18/2025
963875,112617,TTG sent to county,8/18/2025
967875,112617,Post Audit,8/23/2025
970194,112617,Completed,8/27/2025
938773,112651,On Hold- QA,7/10/2025
944285,112651,Send Docs to TTG,7/22/2025
946474,112651,Documents Received ,7/24/2025
946526,112651,TTG sent to county,7/24/2025
965708,112651,Post Audit,8/20/2025
968726,112651,Completed,8/25/2025
939405,112713,Send Docs to TTG,7/11/2025
941060,112713,Documents Received ,7/15/2025
941631,112713,TTG sent to county,7/16/2025
965990,112713,Documents Received ,8/21/2025
966195,112713,TTG sent to county,8/21/2025
970186,112713,Post Audit,8/27/2025
971860,112713,Completed,8/28/2025
939408,112714,Send Docs to TTG,7/11/2025
941054,112714,Documents Received ,7/15/2025
941639,112714,TTG sent to county,7/16/2025
963726,112714,Documents Received ,8/18/2025
963879,112714,TTG sent to county,8/18/2025
967865,112714,Post Audit,8/23/2025
970133,112714,Completed,8/27/2025
939732,112762,On Hold- QA,7/14/2025
941595,112762,On Hold- QA,7/16/2025
942862,112762,Send Docs to TTG,7/17/2025
944602,112762,Documents Received ,7/22/2025
944667,112762,TTG sent to county,7/22/2025
972543,112762,Post Audit,9/1/2025
972984,112762,WS correction requested ,9/2/2025
974111,112762,Completed,9/3/2025
939793,112770,Send Docs to TTG,7/14/2025
941072,112770,Documents Received ,7/15/2025
941625,112770,TTG sent to county,7/16/2025
946033,112770,Post Audit,7/24/2025
966253,112770,Documents Received ,8/21/2025
966456,112770,TTG sent to county,8/21/2025
970825,112770,Post Audit,8/28/2025
971821,112770,Completed,8/28/2025
939814,112774,On Hold- QA,7/14/2025
959868,112774,Send Docs to TTG,8/13/2025
961417,112774,Documents Received ,8/14/2025
961500,112774,TTG sent to county,8/14/2025
965419,112774,Post Audit,8/20/2025
968796,112774,Completed,8/25/2025
939825,112776,Send Docs to TTG,7/14/2025
939826,112776,On Hold- QA,7/14/2025
941220,112776,Send Docs to TTG,7/15/2025
946439,112776,Documents Received ,7/24/2025
946519,112776,TTG sent to county,7/24/2025
965716,112776,Post Audit,8/20/2025
968681,112776,Completed,8/25/2025
940113,112802,Documents Received ,7/14/2025
961521,112802,TTG sent to county,8/14/2025
967824,112802,Post Audit,8/23/2025
968554,112802,Completed,8/25/2025
940592,112859,Send Docs to TTG,7/15/2025
942506,112859,Documents Received ,7/17/2025
942549,112859,TTG sent to county,7/17/2025
963965,112859,Post Audit,8/18/2025
968659,112859,Completed,8/25/2025
940666,112872,On Hold- QA,7/15/2025
949149,112872,Send Docs to TTG,7/28/2025
950243,112872,Documents Received ,7/30/2025
950307,112872,TTG sent to county,7/30/2025
967223,112872,Post Audit,8/22/2025
970587,112872,Completed,8/27/2025
941189,112915,On Hold- QA,7/15/2025
942716,112915,Send Docs to TTG,7/17/2025
968696,112915,TTG sent to county,8/25/2025
971481,112915,Post Audit,8/28/2025
973134,112915,Completed,9/2/2025
941222,112926,On Hold- QA,7/15/2025
956360,112926,Send Docs to TTG,8/6/2025
960046,112926,Documents Received ,8/13/2025
960212,112926,TTG sent to county,8/13/2025
966692,112926,Post Audit,8/21/2025
968368,112926,Completed,8/25/2025
941393,112935,Send Docs to TTG,7/16/2025
943402,112935,Documents Received ,7/18/2025
943422,112935,TTG sent to county,7/18/2025
967453,112935,Post Audit,8/22/2025
970554,112935,Completed,8/27/2025
941441,112936,On Hold- QA,7/16/2025
942804,112936,On Hold- QA,7/17/2025
943385,112936,Send Docs to TTG,7/18/2025
946402,112936,Documents Received ,7/24/2025
946529,112936,TTG sent to county,7/24/2025
965710,112936,Post Audit,8/20/2025
968668,112936,Completed,8/25/2025
951051,112977,Documents Received ,7/31/2025
951563,112977,Documents Received ,8/1/2025
951565,112977,TTG sent to county,8/1/2025
966669,112977,Post Audit,8/21/2025
968374,112977,Completed,8/25/2025
942155,112990,Send Docs to TTG,7/17/2025
946451,112990,Documents Received ,7/24/2025
946525,112990,TTG sent to county,7/24/2025
965719,112990,Post Audit,8/20/2025
968704,112990,Completed,8/25/2025
942188,113001,Send Docs to TTG,7/17/2025
944476,113001,Documents Received ,7/22/2025
944678,113001,TTG sent to county,7/22/2025
966172,113001,TTG sent to county,8/21/2025
970328,113001,Post Audit,8/27/2025
971936,113001,Completed,8/29/2025
971937,113001,Completed,8/29/2025
942259,113009,On Hold- QA,7/17/2025
942828,113009,Send Docs to TTG,7/17/2025
946478,113009,Documents Received ,7/24/2025
946521,113009,TTG sent to county,7/24/2025
965715,113009,Post Audit,8/20/2025
968728,113009,Completed,8/25/2025
942340,113017,On Hold- QA,7/17/2025
946398,113017,Documents Received ,7/24/2025
946530,113017,TTG sent to county,7/24/2025
965713,113017,Post Audit,8/20/2025
968667,113017,Completed,8/25/2025
942759,113054,Send Docs to TTG,7/17/2025
946466,113054,Documents Received ,7/24/2025
946523,113054,TTG sent to county,7/24/2025
965714,113054,Post Audit,8/20/2025
968725,113054,Completed,8/25/2025
942825,113068,Send Docs to TTG,7/17/2025
944015,113068,TTG sent to county,7/21/2025
960509,113068,Send Docs to TTG,8/13/2025
963811,113068,Documents Received ,8/18/2025
963876,113068,TTG sent to county,8/18/2025
967880,113068,Post Audit,8/23/2025
970193,113068,Completed,8/27/2025
942876,113079,On Hold- QA,7/17/2025
945967,113079,Send Docs to TTG,7/23/2025
946418,113079,Documents Received ,7/24/2025
946531,113079,TTG sent to county,7/24/2025
965709,113079,Post Audit,8/20/2025
966628,113079,WS correction requested ,8/21/2025
968674,113079,Completed,8/25/2025
942882,113081,On Hold- QA,7/17/2025
958725,113081,Send Docs to TTG,8/11/2025
963851,113081,Documents Received ,8/18/2025
968700,113081,TTG sent to county,8/25/2025
971382,113081,Post Audit,8/28/2025
973137,113081,Completed,9/2/2025
943685,113173,Send Docs to TTG,7/21/2025
946411,113173,Documents Received ,7/24/2025
946528,113173,TTG sent to county,7/24/2025
965721,113173,Post Audit,8/20/2025
968669,113173,Completed,8/25/2025
943690,113175,On Hold- QA,7/21/2025
948273,113175,On Hold- QA,7/26/2025
949145,113175,Send Docs to TTG,7/28/2025
950300,113175,Documents Received ,7/30/2025
950311,113175,TTG sent to county,7/30/2025
967494,113175,Post Audit,8/22/2025
970562,113175,Completed,8/27/2025
943693,113177,On Hold- QA,7/21/2025
944181,113177,Send Docs to TTG,7/21/2025
946345,113177,Documents Received ,7/24/2025
946538,113177,TTG sent to county,7/24/2025
965718,113177,Post Audit,8/20/2025
968656,113177,Completed,8/25/2025
943698,113179,On Hold- QA,7/21/2025
944773,113179,Send Docs to TTG,7/22/2025
944774,113179,Send Docs to TTG,7/22/2025
949607,113179,On Hold- QA,7/29/2025
950273,113179,Documents Received ,7/30/2025
950306,113179,TTG sent to county,7/30/2025
967497,113179,Post Audit,8/22/2025
970611,113179,Completed,8/27/2025
943728,113186,On Hold- QA,7/21/2025
950266,113186,Send Docs to TTG,7/30/2025
961539,113186,Documents Received ,8/14/2025
961613,113186,TTG sent to county,8/14/2025
967831,113186,Post Audit,8/23/2025
969345,113186,Completed,8/26/2025
944137,113215,Send Docs to TTG,7/21/2025
946428,113215,Documents Received ,7/24/2025
946429,113215,Documents Received ,7/24/2025
946527,113215,TTG sent to county,7/24/2025
965720,113215,Post Audit,8/20/2025
968675,113215,Completed,8/25/2025
944157,113218,Send Docs to TTG,7/21/2025
949577,113218,Documents Received ,7/29/2025
949632,113218,TTG sent to county,7/29/2025
961880,113218,Post Audit,8/14/2025
970787,113218,Completed,8/27/2025
944301,113248,On Hold- QA,7/22/2025
947130,113248,Send Docs to TTG,7/24/2025
953407,113248,Documents Received ,8/4/2025
954318,113248,TTG sent to county,8/5/2025
954473,113248,TTG sent to county,8/5/2025
963895,113248,TTG sent to county,8/18/2025
967830,113248,Post Audit,8/23/2025
970471,113248,Completed,8/27/2025
944329,113257,On Hold- QA,7/22/2025
948261,113257,Send Docs to TTG,7/25/2025
950217,113257,Documents Received ,7/30/2025
950314,113257,TTG sent to county,7/30/2025
967472,113257,Post Audit,8/22/2025
970581,113257,Completed,8/27/2025
944935,113305,On Hold- QA,7/23/2025
945905,113305,Send Docs to TTG,7/23/2025
949456,113305,Documents Received ,7/29/2025
950317,113305,TTG sent to county,7/30/2025
967463,113305,Post Audit,8/22/2025
970381,113305,Completed,8/27/2025
944977,113310,Send Docs to TTG,7/23/2025
946387,113310,Documents Received ,7/24/2025
946532,113310,TTG sent to county,7/24/2025
965711,113310,Post Audit,8/20/2025
968663,113310,Completed,8/25/2025
945042,113322,Send Docs to TTG,7/23/2025
949596,113322,Documents Received ,7/29/2025
949628,113322,TTG sent to county,7/29/2025
961915,113322,Post Audit,8/14/2025
971671,113322,Completed,8/28/2025
945379,113341,Documents Received ,7/23/2025
968534,113341,TTG sent to county,8/25/2025
971455,113341,Post Audit,8/28/2025
972386,113341,Completed,8/29/2025
945726,113382,On Hold- QA,7/23/2025
949118,113382,Send Docs to TTG,7/28/2025
950288,113382,Documents Received ,7/30/2025
950308,113382,TTG sent to county,7/30/2025
967447,113382,Post Audit,8/22/2025
970549,113382,Completed,8/27/2025
945897,113412,Send Docs to TTG,7/23/2025
959976,113412,Documents Received ,8/13/2025
960220,113412,TTG sent to county,8/13/2025
966504,113412,Post Audit,8/21/2025
968190,113412,Completed,8/25/2025
945900,113413,On Hold- QA,7/23/2025
948210,113413,Send Docs to TTG,7/25/2025
949553,113413,Documents Received ,7/29/2025
950322,113413,TTG sent to county,7/30/2025
967073,113413,Post Audit,8/22/2025
970265,113413,Completed,8/27/2025
945933,113418,On Hold- QA,7/23/2025
947134,113418,Send Docs to TTG,7/24/2025
949550,113418,Documents Received ,7/29/2025
950320,113418,TTG sent to county,7/30/2025
967482,113418,Post Audit,8/22/2025
967483,113418,Post Audit,8/22/2025
970262,113418,Completed,8/27/2025
946993,113505,On Hold- QA,7/24/2025
949160,113505,Send Docs to TTG,7/28/2025
950251,113505,Documents Received ,7/30/2025
950313,113505,TTG sent to county,7/30/2025
967502,113505,Post Audit,8/22/2025
970588,113505,Completed,8/27/2025
947021,113510,On Hold- QA,7/24/2025
959875,113510,Send Docs to TTG,8/13/2025
962582,113510,Documents Received ,8/15/2025
962635,113510,TTG sent to county,8/15/2025
962671,113510,TTG sent to county,8/15/2025
967958,113510,Post Audit,8/23/2025
970765,113510,Completed,8/27/2025
947028,113511,On Hold- QA,7/24/2025
959884,113511,Send Docs to TTG,8/13/2025
962586,113511,Documents Received ,8/15/2025
962634,113511,TTG sent to county,8/15/2025
962659,113511,TTG sent to county,8/15/2025
967949,113511,Post Audit,8/23/2025
970688,113511,Completed,8/27/2025
947119,113517,On Hold- QA,7/24/2025
957566,113517,Send Docs to TTG,8/8/2025
959208,113517,On Hold- QA,8/12/2025
960192,113517,Documents Received ,8/13/2025
960236,113517,TTG sent to county,8/13/2025
966501,113517,Post Audit,8/21/2025
968184,113517,Completed,8/25/2025
947500,113536,Send Docs to TTG,7/25/2025
950298,113536,Documents Received ,7/30/2025
950309,113536,TTG sent to county,7/30/2025
967077,113536,Post Audit,8/22/2025
970584,113536,Completed,8/27/2025
947529,113541,On Hold- QA,7/25/2025
958599,113541,Send Docs to TTG,8/11/2025
959967,113541,Documents Received ,8/13/2025
960218,113541,TTG sent to county,8/13/2025
966730,113541,Post Audit,8/22/2025
968362,113541,Completed,8/25/2025
947589,113556,On Hold- QA,7/25/2025
952576,113556,On Hold- QA,8/4/2025
958595,113556,Send Docs to TTG,8/11/2025
959956,113556,Documents Received ,8/13/2025
966180,113556,TTG sent to county,8/21/2025
970317,113556,Post Audit,8/27/2025
971905,113556,Completed,8/29/2025
965220,113581,Documents Received ,8/20/2025
966418,113581,TTG sent to county,8/21/2025
971470,113581,Post Audit,8/28/2025
971471,113581,Completed,8/28/2025
949677,113585,TTG sent to county,7/29/2025
965004,113585,Post Audit,8/20/2025
968565,113585,Completed,8/25/2025
948226,113600,Send Docs to TTG,7/25/2025
949497,113600,Documents Received ,7/29/2025
966177,113600,TTG sent to county,8/21/2025
970281,113600,Post Audit,8/27/2025
971923,113600,Completed,8/29/2025
948238,113604,Send Docs to TTG,7/25/2025
949573,113604,Documents Received ,7/29/2025
950321,113604,TTG sent to county,7/30/2025
967499,113604,Post Audit,8/22/2025
970288,113604,Completed,8/27/2025
948242,113605,Send Docs to TTG,7/25/2025
950281,113605,Documents Received ,7/30/2025
950310,113605,TTG sent to county,7/30/2025
967066,113605,Post Audit,8/22/2025
970603,113605,Completed,8/27/2025
948249,113607,On Hold- QA,7/25/2025
949153,113607,On Hold- QA,7/28/2025
957729,113607,Send Docs to TTG,8/8/2025
960834,113607,On Hold- QA,8/14/2025
962596,113607,Documents Received ,8/15/2025
962633,113607,TTG sent to county,8/15/2025
962658,113607,TTG sent to county,8/15/2025
967951,113607,Post Audit,8/23/2025
970767,113607,Completed,8/27/2025
948259,113611,On Hold- QA,7/25/2025
965513,113611,Send Docs to TTG,8/20/2025
966428,113611,Documents Received ,8/21/2025
966450,113611,TTG sent to county,8/21/2025
970824,113611,Post Audit,8/28/2025
971919,113611,Completed,8/29/2025
962759,113616,Documents Received ,8/15/2025
962785,113616,TTG sent to county,8/15/2025
969659,113616,Post Audit,8/26/2025
969660,113616,Completed,8/26/2025
948411,113642,Send Docs to TTG,7/28/2025
949569,113642,Documents Received ,7/29/2025
949636,113642,TTG sent to county,7/29/2025
950323,113642,TTG sent to county,7/30/2025
967477,113642,Post Audit,8/22/2025
970287,113642,Completed,8/27/2025
949676,113699,TTG sent to county,7/29/2025
964938,113699,Post Audit,8/20/2025
968564,113699,Completed,8/25/2025
949670,113700,TTG sent to county,7/29/2025
964949,113700,Post Audit,8/20/2025
968563,113700,Completed,8/25/2025
949681,113701,TTG sent to county,7/29/2025
965000,113701,Post Audit,8/20/2025
968562,113701,Completed,8/25/2025
949675,113703,TTG sent to county,7/29/2025
964915,113703,Post Audit,8/20/2025
968561,113703,Completed,8/25/2025
949673,113704,TTG sent to county,7/29/2025
964914,113704,Post Audit,8/20/2025
968571,113704,Completed,8/25/2025
949680,113706,TTG sent to county,7/29/2025
964998,113706,Post Audit,8/20/2025
968572,113706,Completed,8/25/2025
949116,113707,On Hold- QA,7/28/2025
960333,113707,Send Docs to TTG,8/13/2025
962477,113707,Documents Received ,8/15/2025
962642,113707,TTG sent to county,8/15/2025
962660,113707,TTG sent to county,8/15/2025
970613,113707,Post Audit,8/27/2025
970614,113707,Completed,8/27/2025
949436,113743,On Hold- QA,7/29/2025
964063,113743,Send Docs to TTG,8/19/2025
965772,113743,Documents Received ,8/21/2025
966168,113743,TTG sent to county,8/21/2025
970295,113743,Post Audit,8/27/2025
970298,113743,Post Audit,8/27/2025
971934,113743,Completed,8/29/2025
949843,113757,On Hold- QA,7/29/2025
965779,113757,Documents Received ,8/21/2025
966393,113757,TTG sent to county,8/21/2025
971640,113757,Post Audit,8/28/2025
971642,113757,Completed,8/28/2025
949679,113768,TTG sent to county,7/29/2025
965010,113768,Post Audit,8/20/2025
968573,113768,Completed,8/25/2025
949674,113769,TTG sent to county,7/29/2025
964911,113769,Post Audit,8/20/2025
965160,113769,WS correction requested ,8/20/2025
968594,113769,Completed,8/25/2025
949678,113770,TTG sent to county,7/29/2025
965026,113770,Post Audit,8/20/2025
968566,113770,Completed,8/25/2025
949672,113774,TTG sent to county,7/29/2025
964903,113774,Post Audit,8/20/2025
968568,113774,Completed,8/25/2025
949671,113776,TTG sent to county,7/29/2025
964934,113776,Post Audit,8/20/2025
968570,113776,Completed,8/25/2025
949896,113802,On Hold- QA,7/30/2025
950425,113802,Send Docs to TTG,7/30/2025
953384,113802,Documents Received ,8/4/2025
954382,113802,TTG sent to county,8/5/2025
957040,113802,Post Audit,8/7/2025
971214,113802,Completed,8/28/2025
950472,113849,Send Docs to TTG,7/30/2025
960115,113849,Documents Received ,8/13/2025
960240,113849,TTG sent to county,8/13/2025
966510,113849,Post Audit,8/21/2025
968166,113849,Completed,8/25/2025
950523,113856,On Hold- QA,7/30/2025
953291,113856,Documents Received ,8/4/2025
953326,113856,TTG sent to county,8/4/2025
966179,113856,TTG sent to county,8/21/2025
970304,113856,Post Audit,8/27/2025
971906,113856,Completed,8/29/2025
950527,113857,Send Docs to TTG,7/30/2025
960081,113857,Documents Received ,8/13/2025
960203,113857,TTG sent to county,8/13/2025
966680,113857,Post Audit,8/21/2025
968189,113857,Completed,8/25/2025
950561,113871,On Hold- QA,7/30/2025
951163,113871,Send Docs to TTG,7/31/2025
961541,113871,Documents Received ,8/14/2025
961610,113871,TTG sent to county,8/14/2025
967810,113871,Post Audit,8/23/2025
969355,113871,Completed,8/26/2025
950934,113902,On Hold- QA,7/31/2025
956371,113902,Send Docs to TTG,8/6/2025
960090,113902,Documents Received ,8/13/2025
960205,113902,TTG sent to county,8/13/2025
967803,113902,Post Audit,8/23/2025
968733,113902,Completed,8/25/2025
951184,113926,Send Docs to TTG,8/1/2025
953401,113926,Documents Received ,8/4/2025
954310,113926,TTG sent to county,8/5/2025
